ADO	https://gitlab.scai.fraunhofer.de/bio/ado-revision/ADO_
ADORF	https://gitlab.scai.fraunhofer.de/bio/ado-revision/ADO_
ADOSAS	https://gitlab.scai.fraunhofer.de/bio/ado-revision/ADO_
ADOTR	https://gitlab.scai.fraunhofer.de/bio/ado-revision/ADO_
atc	https://www.whocc.no/atc_ddd_index/?code=
ATC	https://identifiers.org/atc:
APOLLO-SV	http://purl.obolibrary.org/obo/APOLLO_SV_
BFO	http://purl.obolibrary.org/obo/BFO_
BPDO	https://bio.scai.fraunhofer.de/ontology/bipolar_disorder#
CARO	http://purl.obolibrary.org/obo/CARO_
CHEBI	http://purl.obolibrary.org/obo/CHEBI_
CHMO	http://purl.obolibrary.org/obo/CHMO_
CL	http://purl.obolibrary.org/obo/CL_
CIDO	http://purl.obolibrary.org/obo/CIDO_
CLO	http://purl.obolibrary.org/obo/CLO_
CMO	http://purl.obolibrary.org/obo/CMO_
COVID-19	https://bscantology/COVID_
COVID	https://bio.scai.fraunhofer.de/ontology/COVID_
COVID-owl	https://bio.scai.fraunhofer.de/ontology/COVID.owl#
CP	http://purl.obolibrary.org/obo/CP_
CTI	https://bio.scai.fraunhofer.de/ontology/CTI_
CTO	http://purl.obolibrary.org/obo/CTO_
DOID	http://purl.obolibrary.org/obo/DOID_
DRON	http://purl.obolibrary.org/obo/DRON_
DRUGBANK	https://identifiers.org/drugbank:
EFO	http://www.ebi.ac.uk/efo/EFO_
ENTREZGENE	https://www.ncbi.nlm.nih.gov/gene/
ENVO	http://purl.obolibrary.org/obo/ENVO_
EPILEPSY	https://bio.scai.fraunhofer.de/ontology/epilepsy/
EPO	https://bio.scai.fraunhofer.de/ontology/epilepsy#
ERO	http://purl.obolibrary.org/obo/ERO_
EUPATH	http://purl.obolibrary.org/obo/EUPATH_
FMA	http://purl.obolibrary.org/obo/FMA_
FLU	http://purl.obolibrary.org/obo/FLU_
gecco	https://bio.scai.fraunhofer.de/ontology/GECCO_
GENEPIO	http://purl.obolibrary.org/obo/GENEPIO_
GO	http://purl.obolibrary.org/obo/GO_
#hgnc	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc
HGNC	https://identifiers.org/hgnc:
HMDB	https://hmdb.ca/metabolites/
HMDBMC	https://hmdb.ca/metabolites/
HP	http://purl.obolibrary.org/obo/HP_
hpath	https://github.com/Novartis/hpath/
HYPOTHESIS	https://bio.scai.fraunhofer.de/ontology/hypothesis_
HsapDv	http://purl.obolibrary.org/obo/HsapDv_
IAO	http://purl.obolibrary.org/obo/IAO_
icd10	https://www.dimdi.de/static/de/klassifikationen/icd/icd-10-gm/kode-suche/htmlgm2012/
IDO	http://purl.obolibrary.org/obo/IDO_
IDOMAL	http://purl.obolibrary.org/obo/IDOMAL_
loinc	https://loinc.org/
MAMO	http://identifiers.org/mamo/MAMO_
marker	http://www.informatics.jax.org/marker/key/
MAXO	http://purl.obolibrary.org/obo/MAXO_
MC	http://purl.obolibrary.org/obo/MC_
MEDDRA	http://purl.bioontology.org/ontology/MEDDRA/
mental_disorder	https://bio.scai.fraunhofer.de/ontology/mental_disorder#
MESH	http://id.nlm.nih.gov/mesh/
MF	http://purl.obolibrary.org/obo/MF_
MFOEM	http://purl.obolibrary.org/obo/MFOEM_
MFOMD	http://purl.obolibrary.org/obo/MFOMD_
MMO	http://purl.obolibrary.org/obo/MMO_
MOD	http://purl.obolibrary.org/obo/MOD_
MONDO	http://purl.obolibrary.org/obo/MONDO_
MP	http://purl.obolibrary.org/obo/MP_
MPATH	http://purl.obolibrary.org/obo/MPATH_
MS	http://purl.obolibrary.org/obo/MS_
NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_
NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_
NCIT	http://purl.obolibrary.org/obo/NCIT_
NBO	http://purl.obolibrary.org/obo/NBO_
OAE	http://purl.obolibrary.org/obo/OAE_
OBA	http://purl.obolibrary.org/obo/OBA_
OBI	http://purl.obolibrary.org/obo/OBI_
OGG	http://purl.obolibrary.org/obo/OGG_
OGI	http://purl.obolibrary.org/obo/OGI_
OGMS	http://purl.obolibrary.org/obo/OGMS_
OGSF	http://purl.obolibrary.org/obo/OGSF_
OMIABIS	http://purl.obolibrary.org/obo/OMIABIS_
OMIT	http://purl.obolibrary.org/obo/OMIT_
OMRSE	http://purl.obolibrary.org/obo/OMRSE_
ONTONEO	http://purl.obolibrary.org/obo/ONTONEO_
OPMI	http://purl.obolibrary.org/obo/OPMI_
OPS	https://www.dimdi.de/static/de/klassifikationen/ops/kode-suche/opshtml2020/
owl	http://www.w3.org/2002/07/owl#
PATO	http://purl.obolibrary.org/obo/PATO_
PDRO	http://purl.obolibrary.org/obo/PDRO_
PR	http://purl.obolibrary.org/obo/PR_
PW	http://purl.obolibrary.org/obo/PW_
RO	http://purl.obolibrary.org/obo/RO_
RS	http://purl.obolibrary.org/obo/RS_
PD  https://bio.scai.fraunhofer.de/ontology/parkinsons
SCAI	https://bio.scai.fraunhofer.de/ontology/
schizo	https://bio.scai.fraunhofer.de/ontology/schizophrenia#
sctid	http://purl.bioontology.org/ontology/SNOMEDCT/
SCTO	http://snomed.info/id/
SEPIO	http://purl.obolibrary.org/obo/SEPIO_
SIO	http://semanticscience.org/resource/SIO_
SO	http://purl.obolibrary.org/obo/SO_
SWISSPROT	https://www.uniprot.org/uniprot/
SYMP	http://purl.obolibrary.org/obo/SYMP_
TRANS	http://purl.obolibrary.org/obo/TRANS_
TXPO	http://purl.obolibrary.org/obo/TXPO_
UBERON	http://purl.obolibrary.org/obo/UBERON_
UO	http://purl.obolibrary.org/obo/UO_
VO	http://purl.obolibrary.org/obo/VO_
WHOCHEMICAL	https://bio.scai.fraunhofer.de/ontology/WHOChemical#
WHODISASTER	https://bio.scai.fraunhofer.de/ontology/WHODisaster#
WHODISEASE	https://bio.scai.fraunhofer.de/ontology/WHODisease#
WHOFOODBORNEILLNESS	https://bio.scai.fraunhofer.de/ontology/WHOFoodborneIllness#
WHOHEALTHSYSTEM	https://bio.scai.fraunhofer.de/ontology/WHOHealthSystem#
